P07741	Q7W3L2	48.087	183	88	3	1	180	10	188	2.25e-55	170
P07741	O31060	52.147	163	75	1	6	168	1	160	1.93e-54	167
P07741	Q5FSN7	49.419	172	83	2	9	180	11	178	4.22e-50	156
P07741	Q049X1	48.824	170	84	1	10	179	6	172	6.52e-50	156
P07741	Q1AW34	46.409	181	93	2	1	180	3	180	5.93e-49	154
P07741	Q11TJ3	44.022	184	95	3	1	179	1	181	9.31e-48	150
P07741	B3DXQ2	42.135	178	98	2	3	179	6	179	2.90e-47	149
P07741	Q4JVE4	45.251	179	93	2	2	178	30	205	1.27e-46	149
P07741	Q6KI92	43.750	176	93	2	4	179	2	171	5.60e-46	145
P07741	B0RS13	46.746	169	86	2	12	179	21	186	6.38e-46	146
P07741	Q7UR74	43.860	171	93	1	9	179	19	186	8.90e-46	146
P07741	Q20Y76	41.954	174	96	2	9	180	27	197	4.60e-45	144
P07741	B2A0H0	45.509	167	88	1	13	179	8	171	8.40e-45	142
P07741	A8GAU8	41.243	177	99	2	5	179	22	195	1.74e-44	143
P07741	A6LP26	43.275	171	94	1	9	179	8	175	1.33e-43	140
P07741	Q7NBS4	43.353	173	93	3	9	179	9	178	1.07e-42	137
P07741	A4X5X7	43.931	173	92	2	7	178	19	187	1.48e-42	137
P07741	P47202	43.678	174	91	3	9	179	8	177	1.68e-42	137
P07741	Q7VGF2	40.678	177	98	4	7	180	4	176	2.94e-42	136
P07741	A5EVW7	43.373	166	93	1	13	178	9	173	5.72e-42	135
P07741	A9GFF3	42.623	183	97	2	2	179	17	196	1.06e-39	130
P07741	Q0RNU1	49.704	169	76	2	12	177	25	187	1.25e-39	130
P07741	A5GSL0	46.111	180	93	2	1	179	1	177	1.37e-39	129
P07741	A1A1K5	43.713	167	93	1	11	177	24	189	2.00e-39	130
P07741	A8ESP0	37.647	170	98	4	13	178	19	184	3.52e-39	129
P07741	Q5LIY6	41.667	156	88	1	11	166	10	162	6.59e-39	128
P07741	B2S4S6	38.953	172	102	1	9	180	17	185	4.30e-38	126
P07741	A3PE89	40.625	160	92	1	9	168	6	162	5.44e-37	123
P07741	A4SX83	43.226	155	79	2	17	168	11	159	7.70e-37	122
P07741	Q6MPK7	43.605	172	79	5	13	179	7	165	1.30e-36	122
P07741	P47518	40.116	172	96	3	3	170	2	170	2.29e-36	121
P07741	A1UZL8	43.503	177	88	5	11	179	31	203	3.28e-36	122
P07741	B5Y8Y0	42.857	161	89	1	9	169	6	163	4.68e-36	120
P07741	A1KLT2	42.614	176	95	2	2	176	50	220	3.77e-35	119
P07741	Q31JG9	41.176	153	85	2	11	163	8	155	4.92e-35	118
P07741	Q2SRZ3	37.037	162	99	1	18	179	12	170	1.14e-33	114
P07741	B7J0M3	35.028	177	112	1	4	180	3	176	2.17e-33	114
P07741	A2C2A5	41.250	160	91	2	9	168	4	160	5.03e-33	112
P07741	Q4FLB9	35.625	160	100	1	9	168	3	159	2.20e-29	103
P07741	A5D3H8	36.416	173	104	3	9	180	3	170	3.54e-29	103
P07741	P25972	29.457	129	75	4	54	180	67	181	1.67e-07	46.2
P07741	A6KYP1	29.661	118	69	2	38	155	48	151	1.96e-06	43.1
P07741	Q45918	26.531	98	58	2	59	156	68	151	0.001	34.7
P07741	A3PH80	29.310	116	43	5	58	149	78	178	0.002	34.3
P07741	A5VD53	29.688	64	42	2	117	180	107	167	0.005	33.1
P07741	A9GUD3	30.097	103	63	4	57	158	66	160	0.006	32.7
P07741	B3QC92	25.234	107	65	3	57	158	63	159	0.008	32.3
P07741	B0K2E4	29.508	61	40	1	117	177	104	161	0.010	32.3
P07741	A4SGU2	24.167	120	70	4	32	150	38	137	0.012	32.0
P07741	Q0C3U2	23.077	104	62	2	56	158	61	147	0.023	31.2
P07741	O67742	29.688	64	42	2	117	178	116	178	0.028	30.8
P07741	Q7UYX5	30.952	42	29	0	117	158	123	164	0.043	30.4
P07741	B8D880	22.222	54	41	1	121	174	118	170	0.046	30.4
P07741	Q8EUY4	23.077	143	94	3	40	180	51	179	0.057	30.0
P07741	A6LJP2	20.513	39	31	0	119	157	103	141	0.10	29.3
P07741	Q04R73	30.189	53	35	1	87	139	87	137	0.25	28.1
P07741	A1SPW6	32.051	78	49	3	95	171	84	158	0.30	27.7
P07741	Q9RX68	22.619	84	59	3	95	177	89	167	0.32	27.7
P07741	A5EY64	28.070	57	41	0	120	176	121	177	1.7	25.4
P07741	Q8YM41	34.043	47	31	0	112	158	126	172	2.3	25.0
P07741	B2S2I5	30.986	71	40	4	49	118	96	158	3.5	24.6
P07741	Q4A044	27.143	70	49	2	60	128	163	231	5.5	24.3
P07741	Q9X1X7	25.000	48	30	1	52	93	122	169	5.7	24.3
P07741	Q4UMX8	45.455	22	12	0	15	36	156	177	6.2	24.3
P07741	Q73HS9	40.909	22	13	0	15	36	152	173	6.9	23.9
P07741	A0QLX9	30.769	39	27	0	120	158	113	151	7.1	23.5
P07991	Q8EP32	47.242	417	198	6	5	421	2	396	7.50e-134	387
P07991	Q7VSA0	45.455	407	202	8	15	421	13	399	9.90e-119	349
P07991	Q9X0Y2	23.228	254	159	12	120	359	75	306	0.002	37.0
P07991	Q31I05	36.842	38	21	1	88	125	122	156	3.3	26.6
P07991	Q1GTS7	35.294	34	17	1	99	132	354	382	5.0	26.2
P07991	A8EUZ4	27.389	157	88	9	110	254	93	235	5.2	25.8
P07991	C5CB93	34.783	46	29	1	307	351	314	359	8.0	25.4
P07991	B6YRK7	24.638	69	42	2	161	219	197	265	8.9	25.0
P13663	P41394	44.669	347	171	8	1	345	1	328	4.27e-90	271
P13663	P10539	28.747	407	176	18	8	365	6	347	2.99e-21	90.5
P13663	P49420	27.835	388	189	15	8	363	15	343	9.57e-21	89.0
P13663	O31219	29.049	389	178	21	8	359	8	335	8.19e-20	86.3
P13663	P41404	28.974	390	191	16	8	361	5	344	7.17e-18	80.5
P13663	O25801	28.070	399	171	21	8	356	7	339	9.70e-15	71.2
P13663	Q92IJ0	26.733	303	155	15	1	275	1	264	4.23e-09	53.9
P13663	Q2S2B6	31.646	79	47	4	165	236	369	447	0.044	32.3
P13663	B9MKC6	27.273	110	71	3	128	228	146	255	0.69	28.1
P13663	Q8Y0A1	39.394	33	20	0	13	45	160	192	0.95	28.1
P13663	B1ZZ40	31.373	51	34	1	219	268	649	699	3.6	26.2
P13663	Q049X1	27.632	76	50	1	98	173	70	140	7.0	24.6
P13663	Q03WZ9	29.508	61	42	1	15	75	93	152	7.4	25.0
P14148	P71505	36.111	36	22	1	56	90	237	272	0.84	27.3
P14148	A1WY69	29.825	57	36	2	101	155	162	216	4.3	25.4
P14148	Q8Y0A1	32.000	25	17	0	165	189	130	154	4.5	25.4
P14148	Q5FUA2	32.653	49	32	1	26	74	717	764	6.9	25.0
P14148	Q5LP30	29.412	51	33	2	3	53	263	310	7.3	24.6
P15007	Q7NAY0	47.903	453	211	12	61	496	6	450	1.37e-128	379
P15007	Q2GD37	47.031	421	202	9	70	483	4	410	5.24e-123	363
P15007	Q88VW2	48.961	433	193	13	70	492	6	420	4.12e-121	358
P15007	B1AIH2	45.495	444	223	9	68	498	1	438	1.18e-120	358
P15007	Q7VQH3	46.882	433	211	12	70	493	4	426	2.16e-120	357
P15007	Q2GGS6	46.882	433	206	10	68	493	4	419	1.32e-118	352
P15007	Q24YW4	43.649	433	222	10	70	494	6	424	4.64e-109	328
P15007	A6VDH2	37.838	37	23	0	343	379	535	571	0.61	29.3
P15007	Q1J0A0	25.397	63	45	2	354	416	48	108	2.3	26.9
P15007	A6TQZ4	35.714	42	24	2	222	260	669	710	2.6	27.3
P15007	A7H716	35.000	40	23	1	290	326	61	100	3.2	26.6
P15007	Q7VHV4	29.577	71	42	2	87	150	697	766	3.8	26.9
P15007	Q1AU93	32.500	40	20	2	363	402	141	173	4.7	25.8
P15007	P61698	28.571	49	31	1	92	140	691	735	7.4	25.8
P15007	Q6KID2	22.973	148	96	6	93	234	207	342	8.2	25.8
P15007	A5CU93	21.250	80	50	2	235	303	5	82	8.3	25.0
P15007	Q8EUW7	32.500	40	27	0	224	263	92	131	9.1	25.4
P15624	Q0SMZ4	24.959	605	393	17	1	590	1	559	8.84e-45	164
P15624	B2S1W3	21.484	647	406	21	1	591	1	601	3.24e-33	131
P15624	Q8R9C7	22.357	577	355	26	52	590	162	683	1.10e-13	70.9
P15624	Q6MEA6	22.611	429	253	18	202	590	298	687	4.36e-13	68.9
P15624	Q3ABT5	24.843	318	196	12	292	594	400	689	1.76e-12	67.0
P15624	Q97GL0	23.324	373	255	12	227	595	341	686	3.92e-12	65.9
P15624	Q5WEJ6	21.837	577	347	20	52	580	167	687	4.24e-12	65.9
P15624	Q720K7	20.478	586	370	24	52	595	165	696	1.33e-11	63.9
P15624	Q6A7V6	24.022	358	227	13	267	595	391	732	1.38e-11	63.9
P15624	Q83C15	23.762	303	186	12	304	591	412	684	3.99e-11	62.4
P15624	Q5HUR2	28.780	205	113	8	296	485	395	581	2.01e-10	60.1
P15624	Q3A4N8	24.540	326	192	14	294	595	403	698	2.19e-10	60.1
P15624	Q8KEF9	26.519	181	122	4	295	471	402	575	2.70e-10	59.7
P15624	Q9RRX5	22.475	396	234	14	219	580	347	703	2.93e-10	59.7
P15624	Q6ANC2	26.776	183	117	5	300	473	409	583	3.27e-10	59.7
P15624	Q6AGD6	30.108	186	110	6	303	480	437	610	4.76e-10	58.9
P15624	Q2LR26	21.613	310	202	11	302	594	412	697	7.82e-10	58.5
P15624	Q2RHN8	23.780	328	203	14	286	592	392	693	7.95e-10	58.5
P15624	Q7VK65	26.020	196	136	5	282	473	388	578	1.40e-09	57.4
P15624	Q7NCQ2	21.271	409	251	16	205	581	295	664	1.62e-09	57.4
P15624	Q2RYT3	26.012	173	122	4	304	473	429	598	7.92e-09	55.1
P15624	Q8G5E8	20.884	498	300	21	145	590	302	757	2.77e-08	53.5
P15624	O88054	24.333	300	163	12	335	594	456	731	5.78e-08	52.4
P15624	Q2GAI7	21.769	294	179	9	207	471	298	569	8.07e-08	52.0
P15624	Q3Z9I7	21.121	464	294	18	52	473	160	593	1.27e-07	51.2
P15624	Q2JHU3	26.289	194	121	7	286	473	421	598	1.35e-07	51.2
P15624	Q72MG8	24.315	292	187	12	301	580	416	685	1.64e-07	50.8
P15624	Q9WZS9	22.333	300	184	13	310	594	415	680	2.56e-07	50.1
P15624	Q5GSH5	20.035	569	370	22	49	580	151	671	2.57e-07	50.1
P15624	Q836J5	23.102	303	182	13	299	581	417	688	6.41e-07	48.9
P15624	Q5NG54	23.457	324	216	15	279	595	389	687	1.05e-06	48.1
P15624	Q8EPH5	20.412	583	364	26	52	586	166	696	1.43e-06	47.8
P15624	Q5FIY7	24.638	207	135	9	296	496	412	603	1.47e-06	47.8
P15624	Q30Y16	22.115	208	136	5	326	515	433	632	1.50e-06	47.8
P15624	Q5FFS3	21.757	478	254	17	148	580	265	667	2.01e-06	47.4
P15624	Q2YBS1	22.257	319	183	13	299	595	412	687	4.51e-06	46.2
P15624	Q472N3	22.034	413	261	17	211	589	310	695	4.66e-06	46.2
P15624	Q4JW05	21.724	290	189	9	331	594	469	746	7.05e-06	45.4
P15624	Q01SP7	21.356	295	191	11	211	478	291	571	9.93e-06	45.1
P15624	Q4FNH4	20.415	289	198	11	316	595	423	688	1.61e-05	44.3
P15624	Q3JBZ7	22.034	295	202	11	304	592	413	685	2.20e-05	43.9
P15624	Q2P100	22.526	293	179	11	304	580	412	672	2.78e-05	43.5
P15624	P27002	22.260	292	181	12	302	581	409	666	5.27e-05	42.7
P15624	Q68WW1	19.677	371	252	12	220	580	357	691	1.04e-04	42.0
P15624	Q2IJB3	22.924	301	171	13	307	581	416	681	1.15e-04	41.6
P15624	Q31F19	23.077	169	121	4	304	471	415	575	1.21e-04	41.6
P15624	Q5WT87	23.000	300	188	11	309	595	418	687	1.63e-04	41.2
P15624	Q30S83	23.000	200	140	5	280	473	379	570	1.79e-04	41.2
P15624	Q8RHB5	20.415	289	181	11	211	469	303	572	2.51e-04	40.4
P15624	Q7VR66	20.543	258	178	10	246	496	367	604	3.45e-04	40.0
P15624	P59057	21.707	410	235	17	211	574	303	672	3.92e-04	40.0
P15624	Q3SWK8	21.490	349	223	13	180	492	280	613	6.25e-04	39.3
P15624	Q5PA83	25.595	168	102	7	427	589	525	674	6.88e-04	39.3
P15624	Q5LC76	23.204	181	133	5	294	472	415	591	0.003	37.0
P15624	P47437	21.429	154	102	5	430	580	546	683	0.004	36.6
P15624	Q6LQ73	20.505	317	208	10	304	594	413	711	0.007	35.8
P15624	Q5FUA2	21.107	488	282	22	48	471	156	604	0.014	35.0
P15624	Q1RIS8	21.401	257	167	10	334	580	515	746	0.015	34.7
P15624	Q5L6W7	21.818	165	99	7	442	595	538	683	0.026	33.9
P15624	Q2SS99	21.887	265	166	10	234	473	330	578	0.032	33.9
P15624	Q7V1J8	23.577	246	146	10	342	577	479	692	0.052	33.1
P15624	P56145	25.000	192	128	6	291	473	374	558	0.065	32.7
P15624	Q4FQ66	25.373	134	87	5	343	471	455	580	0.12	32.0
P15624	Q98QL4	34.000	50	29	1	319	368	415	460	0.13	32.0
P15624	Q7V7K5	22.388	268	159	13	343	595	471	704	0.18	31.2
P15624	Q67QF2	26.429	140	98	4	337	473	536	673	0.31	30.4
P15624	Q7VBX6	19.128	298	208	9	310	595	450	726	0.32	30.4
P15624	Q83GS8	23.118	186	116	7	429	593	676	855	0.36	30.4
P15624	Q6F166	20.000	75	57	1	294	368	403	474	0.60	29.6
P15624	B1VAE6	30.233	43	30	0	61	103	4	46	0.60	27.7
P15624	Q6KHC8	21.739	115	78	4	303	416	390	493	0.88	29.3
P15624	Q7VHN2	23.404	94	63	2	122	212	176	263	2.7	27.7
P15624	A9KED8	43.243	37	19	1	367	401	9	45	2.8	26.9
P15624	O67620	24.051	79	57	3	42	119	148	224	3.4	27.3
P15624	O67620	34.000	50	32	1	434	482	526	575	3.9	26.9
P15624	P59505	21.583	139	98	6	343	478	451	581	4.7	26.6
P15624	Q8D210	24.615	65	49	0	386	450	2	66	6.5	25.0
P15624	Q7M8Y8	22.222	198	137	5	282	471	387	575	9.6	25.8
P15625	P94282	30.197	457	279	16	54	485	71	512	8.89e-58	197
P15625	B2S4L0	33.910	289	179	8	195	480	263	542	1.20e-51	181
P15625	P27001	31.930	285	149	10	219	490	92	344	3.96e-38	139
P15625	Q319M1	31.538	260	124	7	225	479	124	334	6.74e-38	139
P15625	Q68WW2	31.801	261	132	8	225	480	105	324	5.28e-37	136
P15625	Q3APW3	29.348	276	144	8	224	486	101	338	9.34e-37	135
P15625	Q7UP75	32.453	265	144	11	219	479	103	336	3.59e-36	134
P15625	A9BFH2	29.965	287	144	9	219	492	102	344	1.57e-35	132
P15625	B9E766	27.063	303	162	8	188	477	74	330	6.07e-35	130
P15625	Q47N75	32.740	281	129	9	221	480	117	358	8.04e-35	131
P15625	Q6MDC0	28.667	300	151	9	194	477	78	330	1.56e-34	129
P15625	C4ZBJ4	31.852	270	124	11	225	480	105	328	1.85e-34	129
P15625	B0SBK8	28.804	368	197	12	130	477	6	328	3.83e-34	128
P15625	Q1D6E0	29.964	277	143	11	219	480	99	339	4.01e-34	128
P15625	B1VA93	30.000	270	136	9	216	477	97	321	1.13e-33	127
P15625	Q2SSA0	31.522	276	132	8	225	484	105	339	1.35e-33	127
P15625	Q8RHB4	26.087	368	202	11	133	477	4	324	1.90e-33	126
P15625	Q5PBV2	31.086	267	137	8	223	484	110	334	2.89e-33	126
P15625	Q5PBV2	23.636	110	66	4	12	116	121	217	4.3	26.2
P15625	B7GTP9	30.534	262	144	7	225	480	112	341	3.87e-32	123
P15625	Q6MMJ2	29.588	267	128	10	225	477	106	326	8.97e-32	122
P15625	Q4FQ65	26.344	372	199	14	125	477	22	337	3.41e-31	120
P15625	A6L2I3	31.227	269	135	8	222	477	96	327	5.37e-31	119
P15625	Q7VR67	26.543	324	173	10	172	477	46	322	2.78e-30	117
P15625	Q8D3B6	28.302	265	141	10	219	480	104	322	2.87e-30	117
P15625	Q7W7C7	30.566	265	136	8	223	479	111	335	1.06e-29	116
P15625	A9GN91	27.178	287	153	9	206	477	91	336	1.30e-29	115
P15625	A5VT73	27.957	279	141	10	223	480	104	343	1.50e-29	116
P15625	C1A492	27.807	374	205	14	120	479	1	323	2.24e-29	115
P15625	C5CUU6	31.227	269	141	10	225	477	104	344	8.43e-29	114
P15625	O84843	29.412	272	122	10	225	477	108	328	1.83e-27	109
P15625	Q8EUJ8	25.436	287	159	7	213	486	89	333	2.31e-27	109
P15625	A5US42	30.515	272	138	9	219	477	101	334	7.21e-27	108
P15625	Q7NBB8	27.660	282	149	8	211	479	86	325	5.90e-26	105
P15625	Q7VK64	26.230	305	153	11	189	480	74	319	1.76e-24	100
P15625	Q83GS9	26.996	263	147	7	221	480	103	323	4.45e-24	99.8
P15625	P47436	27.273	275	134	12	223	479	102	328	1.23e-21	92.8
P15625	B1AJ99	25.552	317	170	12	177	479	57	321	7.31e-21	90.5
P15625	B9MPF7	30.120	83	54	2	324	402	74	156	1.55e-05	43.9
P15625	A8MGM7	31.461	89	57	2	324	408	74	162	2.91e-04	39.7
P15625	O67258	48.980	49	19	2	351	397	340	384	4.74e-04	39.3
P15625	Q67LN9	29.545	88	58	2	322	405	82	169	5.14e-04	38.9
P15625	B5YHK1	24.742	97	69	2	316	408	66	162	7.19e-04	38.5
P15625	Q6YPY6	50.000	30	15	0	351	380	244	273	0.001	37.7
P15625	P57512	36.000	50	30	1	351	400	254	301	0.009	35.0
P15625	B9KHM7	28.182	110	58	3	266	375	39	127	0.009	35.0
P15625	B1AI47	27.692	65	45	1	351	415	242	304	0.011	34.7
P15625	Q9RXE1	38.776	49	24	2	351	397	259	303	0.012	34.7
P15625	C1CV35	27.193	114	66	5	326	425	86	196	0.014	34.7
P15625	B3ELN3	26.531	98	67	3	316	408	67	164	0.014	34.3
P15625	Q9Z6X5	34.615	52	28	2	351	400	262	309	0.014	34.7
P15625	B2RJY1	27.891	147	81	7	352	490	256	385	0.014	34.7
P15625	P46861	50.000	26	13	0	351	376	250	275	0.017	34.3
P15625	C5CSG3	28.261	92	58	3	351	437	267	355	0.017	34.3
P15625	Q4A8F8	41.176	34	20	0	351	384	240	273	0.035	33.1
P15625	Q4A8F8	28.571	63	34	3	420	480	428	481	9.8	25.4
P15625	A5FSR7	24.468	94	67	3	316	405	65	158	0.049	32.7
P15625	Q47WT5	34.921	63	30	3	351	406	249	307	0.054	32.7
P15625	A9KIA5	28.767	73	50	1	332	402	84	156	0.066	32.3
P15625	B3R1K1	26.667	90	59	4	324	408	97	184	0.081	32.0
P15625	Q2GCZ0	25.556	90	64	2	316	402	68	157	0.083	32.0
P15625	Q67SJ2	31.667	60	37	2	32	90	759	815	0.091	32.0
P15625	B2J384	40.000	35	19	1	351	383	248	282	0.10	32.0
P15625	P62371	31.148	61	41	1	316	375	71	131	0.23	30.4
P15625	Q7NBS9	31.481	54	34	1	324	374	76	129	0.24	30.4
P15625	C0QFI0	26.804	97	61	5	316	405	65	158	0.25	30.4
